r (cm)        	 u (cm/s)    	 cs (cm/s)   	 rho (g/cm3) 	 T (K)       	 P (dyne/cm2) 	 phi         	 L (erg/s)   	 L* (erg/s)  	 E (erg)     	 tau        
1.20005123e+06 	 4.793607e-01 	 2.897182e+08 	 8.996822e+04 	 1.353695e+09 	 1.604931e+22 	 6.069889e+08 	 7.168440e+38 	 4.684926e+38 	 3.707589e+22 	 6.039717e+09
1.20006145e+06 	 4.844072e-01 	 2.893582e+08 	 8.902922e+04 	 1.350332e+09 	 1.586749e+22 	 5.998974e+08 	 7.168394e+38 	 4.684917e+38 	 3.667156e+22 	 5.985930e+09
1.20007167e+06 	 4.895068e-01 	 2.889987e+08 	 8.810003e+04 	 1.346979e+09 	 1.568779e+22 	 5.928891e+08 	 7.168349e+38 	 4.684909e+38 	 3.627181e+22 	 5.932613e+09
1.20008187e+06 	 4.946601e-01 	 2.886397e+08 	 8.718053e+04 	 1.343635e+09 	 1.551019e+22 	 5.859630e+08 	 7.168304e+38 	 4.684900e+38 	 3.587660e+22 	 5.879763e+09
1.20009206e+06 	 4.998677e-01 	 2.882813e+08 	 8.627063e+04 	 1.340300e+09 	 1.533467e+22 	 5.791182e+08 	 7.168258e+38 	 4.684892e+38 	 3.548586e+22 	 5.827376e+09
1.20010224e+06 	 5.051301e-01 	 2.879235e+08 	 8.537023e+04 	 1.336975e+09 	 1.516121e+22 	 5.723537e+08 	 7.168213e+38 	 4.684883e+38 	 3.509956e+22 	 5.775448e+09
1.20011240e+06 	 5.104480e-01 	 2.875662e+08 	 8.447922e+04 	 1.333659e+09 	 1.498977e+22 	 5.656686e+08 	 7.168168e+38 	 4.684875e+38 	 3.471762e+22 	 5.723975e+09
1.20012255e+06 	 5.158218e-01 	 2.872094e+08 	 8.359751e+04 	 1.330352e+09 	 1.482033e+22 	 5.590618e+08 	 7.168122e+38 	 4.684866e+38 	 3.434001e+22 	 5.672953e+09
1.20013269e+06 	 5.212522e-01 	 2.868532e+08 	 8.272501e+04 	 1.327054e+09 	 1.465287e+22 	 5.525326e+08 	 7.168077e+38 	 4.684858e+38 	 3.396667e+22 	 5.622378e+09
1.20014282e+06 	 5.267398e-01 	 2.864975e+08 	 8.186161e+04 	 1.323765e+09 	 1.448737e+22 	 5.460799e+08 	 7.168032e+38 	 4.684849e+38 	 3.359755e+22 	 5.572246e+09
1.20015293e+06 	 5.322852e-01 	 2.861424e+08 	 8.100722e+04 	 1.320485e+09 	 1.432380e+22 	 5.397029e+08 	 7.167987e+38 	 4.684840e+38 	 3.323262e+22 	 5.522553e+09
1.20016304e+06 	 5.378890e-01 	 2.857879e+08 	 8.016175e+04 	 1.317215e+09 	 1.416214e+22 	 5.334008e+08 	 7.167942e+38 	 4.684832e+38 	 3.287181e+22 	 5.473296e+09
1.20017312e+06 	 5.435518e-01 	 2.854339e+08 	 7.932511e+04 	 1.313954e+09 	 1.400237e+22 	 5.271725e+08 	 7.167897e+38 	 4.684823e+38 	 3.251509e+22 	 5.424470e+09
1.20018320e+06 	 5.492742e-01 	 2.850804e+08 	 7.849719e+04 	 1.310701e+09 	 1.384446e+22 	 5.210173e+08 	 7.167852e+38 	 4.684815e+38 	 3.216239e+22 	 5.376073e+09
1.20019327e+06 	 5.550569e-01 	 2.847275e+08 	 7.767792e+04 	 1.307458e+09 	 1.368839e+22 	 5.149343e+08 	 7.167807e+38 	 4.684806e+38 	 3.181367e+22 	 5.328100e+09
1.20020332e+06 	 5.609005e-01 	 2.843751e+08 	 7.686720e+04 	 1.304224e+09 	 1.353414e+22 	 5.089225e+08 	 7.167762e+38 	 4.684798e+38 	 3.146889e+22 	 5.280548e+09
1.20021336e+06 	 5.668056e-01 	 2.840232e+08 	 7.606494e+04 	 1.300999e+09 	 1.338169e+22 	 5.029813e+08 	 7.167717e+38 	 4.684789e+38 	 3.112799e+22 	 5.233413e+09
1.20022339e+06 	 5.727729e-01 	 2.836719e+08 	 7.527105e+04 	 1.297782e+09 	 1.323102e+22 	 4.971097e+08 	 7.167672e+38 	 4.684780e+38 	 3.079094e+22 	 5.186691e+09
1.20023340e+06 	 5.788030e-01 	 2.833212e+08 	 7.448545e+04 	 1.294575e+09 	 1.308210e+22 	 4.913070e+08 	 7.167627e+38 	 4.684772e+38 	 3.045769e+22 	 5.140380e+09
1.20024341e+06 	 5.848966e-01 	 2.829710e+08 	 7.370804e+04 	 1.291376e+09 	 1.293491e+22 	 4.855722e+08 	 7.167582e+38 	 4.684763e+38 	 3.012819e+22 	 5.094475e+09
1.20025340e+06 	 5.910544e-01 	 2.826213e+08 	 7.293876e+04 	 1.288187e+09 	 1.278944e+22 	 4.799047e+08 	 7.167538e+38 	 4.684755e+38 	 2.980242e+22 	 5.048972e+09
1.20026338e+06 	 5.972770e-01 	 2.822722e+08 	 7.217750e+04 	 1.285006e+09 	 1.264566e+22 	 4.743037e+08 	 7.167493e+38 	 4.684746e+38 	 2.948031e+22 	 5.003869e+09
1.20027335e+06 	 6.035652e-01 	 2.819236e+08 	 7.142418e+04 	 1.281834e+09 	 1.250356e+22 	 4.687683e+08 	 7.167448e+38 	 4.684737e+38 	 2.916182e+22 	 4.959162e+09
1.20028331e+06 	 6.099196e-01 	 2.815755e+08 	 7.067873e+04 	 1.278671e+09 	 1.236311e+22 	 4.632978e+08 	 7.167403e+38 	 4.684729e+38 	 2.884692e+22 	 4.914848e+09
1.20029325e+06 	 6.163408e-01 	 2.812280e+08 	 6.994106e+04 	 1.275517e+09 	 1.222429e+22 	 4.578913e+08 	 7.167359e+38 	 4.684720e+38 	 2.853556e+22 	 4.870923e+09
1.20030318e+06 	 6.228298e-01 	 2.808810e+08 	 6.921109e+04 	 1.272371e+09 	 1.208708e+22 	 4.525483e+08 	 7.167314e+38 	 4.684712e+38 	 2.822770e+22 	 4.827384e+09
1.20031310e+06 	 6.293870e-01 	 2.805346e+08 	 6.848873e+04 	 1.269235e+09 	 1.195146e+22 	 4.472678e+08 	 7.167270e+38 	 4.684703e+38 	 2.792330e+22 	 4.784227e+09
1.20032302e+06 	 6.360133e-01 	 2.801887e+08 	 6.777392e+04 	 1.266106e+09 	 1.181743e+22 	 4.420492e+08 	 7.167225e+38 	 4.684694e+38 	 2.762231e+22 	 4.741449e+09
1.20033291e+06 	 6.427093e-01 	 2.798433e+08 	 6.706656e+04 	 1.262987e+09 	 1.168494e+22 	 4.368918e+08 	 7.167181e+38 	 4.684686e+38 	 2.732471e+22 	 4.699048e+09
1.20034280e+06 	 6.494759e-01 	 2.794984e+08 	 6.636659e+04 	 1.259876e+09 	 1.155400e+22 	 4.317948e+08 	 7.167136e+38 	 4.684677e+38 	 2.703045e+22 	 4.657019e+09
1.20035268e+06 	 6.563137e-01 	 2.791541e+08 	 6.567392e+04 	 1.256774e+09 	 1.142458e+22 	 4.267576e+08 	 7.167092e+38 	 4.684669e+38 	 2.673950e+22 	 4.615359e+09
1.20036254e+06 	 6.632236e-01 	 2.788104e+08 	 6.498849e+04 	 1.253681e+09 	 1.129666e+22 	 4.217793e+08 	 7.167047e+38 	 4.684660e+38 	 2.645181e+22 	 4.574065e+09
1.20037239e+06 	 6.702061e-01 	 2.784671e+08 	 6.431020e+04 	 1.250596e+09 	 1.117022e+22 	 4.168594e+08 	 7.167003e+38 	 4.684651e+38 	 2.616734e+22 	 4.533135e+09
1.20038223e+06 	 6.772623e-01 	 2.781244e+08 	 6.363900e+04 	 1.247520e+09 	 1.104525e+22 	 4.119971e+08 	 7.166958e+38 	 4.684643e+38 	 2.588606e+22 	 4.492564e+09
1.20039206e+06 	 6.843927e-01 	 2.777823e+08 	 6.297480e+04 	 1.244452e+09 	 1.092172e+22 	 4.071917e+08 	 7.166914e+38 	 4.684634e+38 	 2.560793e+22 	 4.452351e+09
