Edot/LEdd    	 log10(TsA)   	 log10(TsB)  
1.01000000  	 6.47906233  	 6.47906287 
1.01285714  	 6.65844959  	 6.65845002 
1.01571429  	 6.81356630  	 6.81356668 
1.01857143  	 6.94949663  	 6.94949697 
1.02142857  	 7.06973980  	 7.06974010 
1.02428571  	 7.17683963  	 7.17683989 
1.02714286  	 7.27270051  	 7.27270074 
1.03000000  	 7.35878546  	 7.35878567 
1.03285714  	 7.43625193  	 7.43625284 
1.03571429  	 7.50604805  	 7.50604885 
1.03857143  	 7.56897744  	 7.56897814 
1.04142857  	 7.62574031  	 7.62574093 
1.04428571  	 7.67696698  	 7.67696752 
1.04714286  	 7.72322922  	 7.72322968 
1.05000000  	 7.76505078  	 7.76505118 
